"FeatureClass	FeatureCode	Navn	Merknad	BokmÌ´l	Nynorsk	Kvensk	Finsk	Engelsk";
"S	DCKD	dry dock	a dock providing support for a vessel, and means for removing the water so that the bottom of the vessel can be exposed	tÌürrdokk	turrdokk	patotelakka		dry dock";
"S	DCKY	dockyard	a facility for servicing, building, or repairing ships	skipsverft	skipsverft	vÌ_rvi	telakka	dockyard";
"S	DIKE	dike	an earth or stone embankment usually constructed for flood or stream control	dike	dike	kravi	oja	dike";
"S	DPOF	fuel depot	an area where fuel is stored	brennstofflager	brennstofflager	polttoainetlaakeri	polttoainevarasto	fuel depot";
"S	EST	estate(s)	a large commercialized agricultural landholding with associated buildings and other facilities	gods	gods	maanpruuki-ala	tarvikkeet/varusteet/kiinteistÌ¦t	estate";
"S	ESTB	banana plantation	an estate that specializes in the growing of bananas	bananplantasje	bananplantasje	banaaniplantaaÁi	banaaniviljelmÌ_	banana plantation";
"S	ESTC	cotton plantation	an estate specializing in the cultivation of cotton	bomullsplantasje	bomullsplantasje	pumpuliplantaaÁi	puuvillaviljelmÌ_	cotton plantation";
"S	ESTO	oil palm plantation	an estate specializing in the cultivation of oil palm trees	oljepalmeplantasje	oljepalmeplantasje	Ì¦ljypuuplantaaÁi	Ì¦ljypalmuviljelmÌ_	oil palm plantation";
"S	ESTR	rubber plantation	an estate which specializes in growing and tapping rubber trees	gummiplantasje	gummiplantasje	kumiplantaaÁi	kumiviljelmÌ_	rubber plantation";
"S	ESTSG	sugar plantation	an estate that specializes in growing sugar cane	sukkerplantasje	sukkerplantasje	sokkeriplantaaÁi	sokerijuurikasviljelmÌ_	sugar plantation";
"S	ESTSL	sisal plantation	an estate that specializes in growing sisal	sisalplantasje	sisalplantasje	sisalplantaaÁi	sisaaliviljelmÌ_	sisal plantation";
"S	ESTT	tea plantation	an estate which specializes in growing tea bushes	teplantasje	teplantasje	teeplantaaÁi	teeviljelmÌ_	tea plantation";
"S	ESTX	section of estate		del av gods	del av gods	maanpruuki-alan osa 	osa tavaroista/tarvikkeista	section of estate";
"S	FCL	facility	a building or buildings housing a center, institute, foundation, hospital, prison, mission, courthouse, etc.	anlegg	anlegg	rakenus	laitos/toimipiste	facility";
"S	FCL	facility	a building or buildings housing a center, institute, foundation, hospital, prison, mission, courthouse, etc.	anlegg	anlegg	rustinki	laitos/toimipiste	facility";
"S	FNDY	foundry	a building or works where metal casting is carried out	stÌüperi	stÌüyperi	valamo	valimo	foundry";
"S	FRM	farm	a tract of land with associated buildings devoted to agriculture	gÌ´rd	gard	maanpruuki	maatila	farm";
"S	FRM	farm	a tract of land with associated buildings devoted to agriculture	gÌ´rd	gard	maatalo	maatila	farm";
"S	FRMQ	abandoned farm		nedlagt gÌ´rd	nedlagt gard	hyljÌ_tty maanpruuki	hylÌ_tty maatila	abandoned farm";
"S	FRMS	farms	tracts of land with associated buildings devoted to agriculture	gÌ´rder	gardar	maanpruukit	maatilat	farms";
"S	FRMT	farmstead	the buildings and adjacent service areas of a farm	gÌ´rdsbruk	gardsbruk	maanpruuki-ala	maatilaalue	farmstead";
"S	FT	fort	a defensive structure or earthworks	fort	fort	linna	linnake	fort";
"S	FY	ferry	a boat or other floating conveyance and terminal facilities regularly used to transport people and vehicles across a waterbody	ferge	ferje	lautta	laiva/risteilijÌ_	ferry";
"S	GATE	gate	a controlled access entrance or exit	grind	grind	krinna	portti	gate";
"S	GATE	gate	a controlled access entrance or exit	grind	grind	verÌ_jÌ_	portti	gate";
"S	GDN	garden(s)	an enclosure for displaying selected plant or animal life	hage	hage	aita	aitaukset	garden";
"S	GHSE	guest house	a house used to provide lodging for paying guests	gjestehus	gjestehus	vierashuonet	vierasmaja/majapaikka	guest house";
"S	GOSP	gas-oil separator plant	a facility for separating gas from oil	separasjonsanlegg for gass og olje	separasjonsanlegg for gass og olje	gassin ja Ì¦ljyn separaÁuunipaikka	paikka, jossa kaasua erotetaan Ì¦ljystÌ_	gas-oil separator plant";
"S	GRVE	grave	a burial site	grav	grav	hauta	hauta	grave";
"S	HERM	hermitage	a secluded residence, usually for religious sects	eneboerhytte	einebuarhytte	erakkokammi	erakkoluola	hermitage";
"S	HLT	halting place	a place where caravans stop for rest	stoppested	stoppestad	hollipaikka	pysÌ_htymispaikka/lepopaikka	halting place";
"S	HSE	house(s)	a building used as a human habitation	hus	hus	huonet	talo/talot	house";
"S	HSE	house(s)	a building used as a human habitation	hus	hus	talo	talo/talot	house";
"S	HSEC	country house	a large house, mansion, or chateau, on a large estate	landsted	landstad	kartano	maatalo	country house";
"S	HSP	hospital	a building in which sick or injured, especially those confined to bed, are medically treated	sykehus	sjukehus	siukhuusi	sairaala	hospital";
"S	HSPC	clinic	a medical facility associated with a hospital for outpatients	klinikk	klinikk	klinikki	klinikka	clinic";
"S	HSPD	dispensary	a building where medical or dental aid is dispensed	apotek	apotek	apoteekki	apteekki	dispensary";
"S	HSPL	leprosarium	an asylum or hospital for lepers	leprasykehus	leprasjukehus	leprasiukhuusi	leprasairaala	leprosarium";
"S	HSTS	historical site	a place of historical importance	historisk sted	historisk stad	histoorialinen paikka	historiallinen kaupunki	historical site";
"S	HTL	hotel	a building providing lodging and/or meals for the public	hotell	hotell	hotelli	hotelli	hotel";
"S	HUT	hut	a small primitive house	hytte	hytte	hyttÌ_	maja	hut";
"S	HUT	hut	a small primitive house	hytte	hytte	kÌ_mppÌ_	maja	hut";
"S	HUTS	huts	small primitive houses	hytter	hytter	hytÌ_t	majat	huts";
"S	HUTS	huts	small primitive houses	hytter	hytter	kÌ_mpÌ_t	majat	huts";
"S	INSM	military installation	a facility for use of and control by armed forces	militÌ_ranlegg	militÌ_ranlegg	militÌ_Ì_rirustinki	sotilaskohde/sotilastukikohta	military installation";
"S	ITTR	research institute	a facility where research is carried out	forskningsinstitutt	forskningsinstitutt	tutkimusinstitutti	tutkimuskeskus	research institute";
"S	JTY	jetty	a structure built out into the water at a river mouth or harbor entrance to regulate currents and silting	brygge	brygge	pryky	aallonmurtaja	jetty";
"S	LDNG	landing	a place where boats receive or discharge passengers and freight, but lacking most port facilities	kai	kai	pryky	laituri	landing";
"S	LEPC	leper colony	a settled area inhabited by lepers in relative isolation	leprakoloni	leprakoloni	leprajoukko	leprayhteisÌ¦	leper colony";
"S	LIBR	library	A place in which information resources such as books are kept for reading, reference, or lending.	Bibliotek	Bibliotek	biblioteekki		Library";
"S	LOCK	lock(s)	a basin in a waterway with gates at each end by means of which vessels are passed from one water level to another	sluse	sluse	sulku	sulku	lock";
"S	LTHSE	lighthouse	a distinctive structure exhibiting a major navigation light	fyrtÌ´rn	fyrtÌ´rn	fyyrytorni	majakka	lighthouse";
"S	MALL	mall	A large, often enclosed shopping complex containing various stores, businesses, and restaurants usually accessible by common passageways.	kjÌüpesenter	kjÌüpesenter	kauppasentteri	ostoskeskus	mall";
"S	MAR	marina	a harbor facility for small boats, yachts, etc.	smÌ´bÌ´thavn	smÌ´bÌ´thamn	pikku venheitten hamina	pienvenesatama	marina";
"S	MFG	factory	one or more buildings where goods are manufactured, processed or fabricated	fabrikk	fabrikk	fapriikki	tehdas	factory";
"S	MFGB	brewery	one or more buildings where beer is brewed	bryggeri	bryggjeri	olutfapriikki	panimo	brewery";
"S	MFGC	cannery	a building where food items are canned	hermetikkfabrikk	hermetikkfabrikk	hermetikkifapriikki	purkittamo	cannery";
"S	MFGCU	copper works	a facility for processing copper ore	kopperverk	koparverk	kuparikruuva	kuparitehdas	copper works";
"S	MFGLM	limekiln	a furnace in which limestone is reduced to lime	kalkbrenneri	kalkbrenneri	kalkkibrÌ_nneri	kalkinpolttamo	limekiln";
"S	MFGM	munitions plant	a factory where ammunition is made	ammunisjonsfabrikk	ammunisjonsfabrikk	asettehtas	asetehdas	munitions plant";
"S	MFGPH	phosphate works	a facility for producing fertilizer	fosfatanlegg	fosfatanlegg	fosfaattifapriikki	fosfaattitehdas/-laitos	phosphate works";
"S	MFGQ	abandoned factory		nedlagt fabrikk	nedlagd fabrikk	entinen fapriikki	NULL	abandoned factory";
"S	MFGSG	sugar refinery	a facility for converting raw sugar into refined sugar	sukkerraffineri	sukkerraffineri	sokkerin raffineerinki	sokerinjalostamo	sugar refinery";
"S	MKT	market	a place where goods are bought and sold at regular intervals	marked	marknad	markkina	markkinat	market";
"S	ML	mill(s)	a building housing machines for transforming, shaping, finishing, grinding, or extracting products	mÌülle	mÌülle	mylly	myllyt	mill";
"S	MLM	ore treatment plant	a facility for improving the metal content of ore by concentration	malmbehandlingsanlegg	malmhandsamingsanlegg	malmirustinki	malminkÌ_sittelylaitos	ore treatment plant";
"S	MLO	olive oil mill	a mill where oil is extracted from olives	olivenoljemÌülle	olivenoljemÌülle	oliiviÌ¦ljymylly	oliiviÌ¦ljymylly	olive oil mill";
"S	MLSG	sugar mill	a facility where sugar cane is processed into raw sugar	sukkermÌülle	sukkermÌülle	sokkerimylly	sokerimylly	sugar mill";
"S	MLSGQ	former sugar mill	a sugar mill no longer used as a sugar mill	tidligere sukkermÌülle	tidlegare sukkermÌülle	entinen sokkerimylly	entinen sokerimylly	former sugar mill";
"S	MLSW	sawmill	a mill where logs or lumber are sawn to specified shapes and sizes	sagbruk	sagbruk	sahapruuki	saha	sawmill";
"S	MLWND	windmill	a mill or water pump powered by wind	vindmÌülle	vindmÌülle	tuulimylly	tuulimylly	windmill";
"S	MLWTR	water mill	a mill powered by running water	kvernhus	kvernhus	vesimylly	vesimylly	water mill";
"S	MN	mine(s)	a site where mineral ores are extracted from the ground by excavating surface pits and subterranean passages	gruve	gruve	kruuva	kaivos	mine";
"S	MNAU	gold mine(s)	a mine where gold ore, or alluvial gold is extracted	gullgruve	gullgruve	kultakruuva	kultakaivoss	gold mine";
"S	MNC	coal mine(s)	a mine where coal is extracted	kullgruve	kolgruve	hiilikruuva	hiilikaivos	coal mine";
"S	MNCR	chrome mine(s)	a mine where chrome ore is extracted	kromgruve	kromgruve	kromikruuva	kromikaivos	chrome mine";
"S	MNCU	copper mine(s)	a mine where copper ore is extracted	koppergruve	kopargruve	kuparikruuva	kuparikaivos	copper mine";
"S	MNDT	diatomite mine(s)	a place where diatomaceous earth is extracted	diatomittgruve	diatomittgruve	diatomittikruuva	diatomiittikaivos	diatomite mine";
"S	MNFE	iron mine(s)	a mine where iron ore is extracted	jerngruve	jarngruve	rautakruuva	rautamalmikaivos	iron mine";
"S	MNMT	monument	a commemorative structure or statue	monument	monument	monumentti	monumentti	monument";
"S	MNN	salt mine(s)	a mine from which salt is extracted	saltgruve	saltgruve	suolakruuva	suolakaivos	salt mine";
"S	MNNI	nickel mine(s)	a mine where nickel ore is extracted	nikkelgruve	nikkelgruve	nikkelikruuva	nikkelikaivos	nickel mine";
"S	MNPB	lead mine(s)	a mine where lead ore is extracted	blygruve	blygruve	lyijykruuva	lyijykaivos	lead mine";
"S	MNPL	placer mine(s)	a place where heavy metals are concentrated and running water is used to extract them from unconsolidated sediments	gruve med malmfÌürende sand	gruve med malmfÌürande sand	kruuva, missÌ_ oon malmihiettaa	kaivos, jossa on malmiakuljettavaa hiekkaa	placer mine";
"S	MNQ	abandoned mine		nedlagt gruve	nedlagd gruve	hyljÌ_tty kruuva	hylÌ_tty kaivos	abandoned mine";
"S	MNQR	quarry(-ies)	a surface mine where building stone or gravel and sand, etc. are extracted	steinbrudd	steinbrot	kivikruuva	kivilouhimo	quarry";
"S	MNSN	tin mine(s)	a mine where tin ore is extracted	tinngruve	tinngruve	tinakruuva	tinalouhimo	tin mine";
"S	MOLE	mole	a massive structure of masonry or large stones serving as a pier or breakwater	molo	molo	mÌ¦ljÌ_	aallonmurtaja	mole";
"S	MSQE	mosque	a building for public Islamic worship	moskÌ©	moskÌ©	moskea	moskeija	mosque";
"S	MSSN	mission	a place characterized by dwellings, school, church, hospital and other facilities operated by a religious group for the purpose of providing charitable services and to propagate religion	misjonsstasjon	misjonsstasjon	miÁuunistaÁuuni	lÌ_hetysasema	mission";
"S	MSSNQ	abandoned mission		nedlagt misjonsstasjon	nedlagd misjonsstasjon	hyljÌ_tty miÁuunistaÁuuni	hylÌ_tty lÌ_hetysasema	abandoned mission";
"S	MSTY	monastery	a building and grounds where a community of monks lives in seclusion	kloster	kloster	klosteri	luostari	monastery";
"S	MTRO	metro station	metro station (Underground, Tube, or Mtro) 	metrostasjon	metrostasjon	metrostaÁuuni		metro station";
"S	MUS	museum	a building where objects of permanent interest in one or more of the arts and sciences are preserved and exhibited	museum	museum	museumi	museo	museum";
"S	NOV	novitiate	a religious house or school where novices are trained	novisiat	novisiat	noviisihuonet	nunnaluostari	novitiate";
"S	NSY	nursery(-ies)	a place where plants are propagated for transplanting or grafting	barnehage	barnehage	lastentaras	lastentarha	nursery";
"S	OBPT	observation point	a wildlife or scenic observation point	observasjonssted	observasjonsstad	observaÁuunipaikka	tÌ_htitorni/nÌ_kÌ¦torni	observation point";
"S	OBS	observatory	a facility equipped for observation of atmospheric or space phenomena	observatorium	observatorium	tÌ_htitorni	observstorio/tÌ_htitorni	observatory";
"S	OBSR	radio observatory	a facility equipped with an array of antennae for receiving radio waves from space	radioobservatorium	radioobservatorium	raatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumiraatio-observatooriumi	radioasema/radiolÌ_hetysasema	radio observatory";
"S	OILJ	oil pipeline junction	a section of an oil pipeline where two or more pipes join together	oljeledningsknutepunkt	oljeleidningsknutepunkt	Ì¦ljyputkiin solmupaikka	Ì¦ljyputken yhtymÌ_kohta	oil pipeline junction";
"S	OILQ	abandoned oil well		nedlagt oljebrÌünn	nedlagt oljebrunn	hyljÌ_tty Ì¦ljykaivo	hylÌ_tty Ì¦ljykaivos	abandoned oil well";
"S	OILR	oil refinery	a facility for converting crude oil into refined petroleum products	oljeraffineri	oljeraffineri	Ì¦ljyraffineeri	Ì¦ljynjalostamo	oil refinery";
"S	OILT	tank farm	a tract of land occupied by large, cylindrical, metal tanks in which oil or liquid petrochemicals are stored	petrokjemisk anlegg	petrokjemisk anlegg	petrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinkipetrokemikaalinen rustinki	pertokemiallinen laitos	tank farm";
"S	OILW	oil well	a well from which oil may be pumped	oljebrÌünn	oljebrunn	Ì¦ljykaivo	Ì¦ljykaivos	oil well";
"S	OPRA	opera house	A theater designed chiefly for the performance of operas.	operahus	operahus	oopperahuonet	oopperatalo	opera house";
"S	PAL	palace	a large stately house, often a royal or presidential residence	palass	palass	palassi	palatsi	palace";
"S	PGDA	pagoda	a tower-like storied structure, usually a Buddhist shrine	pagode	pagode	pagodi	pagodi, tornitemppeli	pagoda";
"S	PIER	pier	a structure built out into navigable water on piles providing berthing for ships and recreation	pir	pir	fyyry	majakka	pier";
"S	PKLT	parking lot	an area used for parking vehicles	parkeringsplass	parkeringsplass	parkeerinkipaikka	pysÌ_kÌ¦intialue/-paikka	parking lot";
"S	PMPO	oil pumping station	a facility for pumping oil through a pipeline	oljepumpestasjon	oljepumpestasjon	Ì¦ljypumppustaÁuuni	Ì¦ljynpumppausasema	oil pumping station";
"S	PMPW	water pumping station	a facility for pumping water from a major well or through a pipeline	vannpumpestasjon	vasspumpestasjon	vesipumppustaÁuuni	vedenpumppausasema	water pumping station";
"S	PO	post office	a public building in which mail is received, sorted and distributed	postkontor	postkontor	postikontturi	posti	post office";
"S	PP	police post	a building in which police are stationed	politiforlegning	politiforlegning	poliisistaÁuuni	poliisiasema	police post";
"S	PPQ	abandoned police post		nedlagt politiforlegning	nedlagd politiforlegning	entinen poliisistaÁuuni	hylÌ_tty poliisiaasema	abandoned police post";
"S	PRKGT	park gate	a controlled access to a park	inngang til militÌ_ranlegg	inngang til militÌ_ranlegg	militÌ_Ì_rirustingin sishÌ_Ì_nkÌ_ynti	sotilasalueen portti	park gate";
"S	PRKHQ	park headquarters	a park administrative facility	hovedkvarter pÌ´ militÌ_ranlegg	hovudkvarter pÌ´ militÌ_ranlegg	militÌ_Ì_rirustingin pÌ_Ì_kvarteeri	sotilasalueen pÌ_Ì_maja	park headquarters";
"S	PRN	prison	a facility for confining prisoners	fengsel	fengsel	fankila	vankila	prison";
"S	PRNJ	reformatory	a facility for confining, training, and reforming young law offenders	forbedringsanstalt	forbetringsanstalt	tervettymispaikka	parantola	reformatory";
"S	PRNQ	abandoned prison		nedlagt fengsel	nedlagd fengsel	auttii fankila	hylÌ_tty vankila	abandoned prison";
"S	PS	power station	a facility for generating electric power	kraftstasjon	kraftstasjon	voimastaÁuuni	voimalaitos	power station";
"S	PSH	hydroelectric power station	a building where electricity is generated from water power	vannkraftverk	vasskraftverk	vesivoimala	sÌ_hkÌ¦voimala	hydroelectric power station";
"S	PSTB	border post	a post or station at an international boundary for the regulation of movement of people and goods	grensestasjon	grensestasjon	rajastaÁuuni	raja-asema	border post";
"S	PSTC	customs post	a building at an international boundary where customs and duties are paid on goods	tollstasjon	tollstasjon	tullistaÁuuni	tulliasema	customs post";
"S	PSTP	patrol post	a post from which patrols are sent out	patruljepost	patruljepost	patruljiposti	sotilasasema	patrol post";
"S	PYR	pyramid	an ancient massive structure of square ground plan with four triangular faces meeting at a point and used for enclosing tombs	pyramide	pyramide	pyramidi	pyramiidi	pyramid";
"S	PYRS	pyramids	ancient massive structures of square ground plan with four triangular faces meeting at a point and used for enclosing tombs	pyramider	pyramidar	pyramidit	pyramiidit	pyramids";
"S	QUAY	quay	a structure of solid construction along a shore or bank which provides berthing for ships and which generally provides cargo handling facilities	brygge	bryggje	pryky	laituri	quay";
"S	RECG	golf course	a recreation field where golf is played	golfbane	golfbane	golfpaana	golfrata	golf course";
"S	RECR	racetrack	a track where races are held	veddelÌüpsbane	veddelaupsbane	hevospaana	ravirata/kilparata	racetrack";
"S	REST	restaurant	A place where meals are served to the public	restaurant	restaurant	restaurantti	ravintola	restaurant";
"S	RHSE	resthouse	a structure maintained for the rest and shelter of travelers	hvilehjem	kvileheim	lepokoti	lepokoti	resthouse";
"S	RKRY	rookery	a breeding place of a colony of birds or seals	fuglekoloni	fuglekoloni	lintukolonia	lintuyhdyskunta	rookery";
"S	RLG	religious site	an ancient site of significant religious importance	religiÌüst sted	religiÌüs stad	uskonollinen paikka	uskonnollinen paikka	religious site";
"S	RLGR	retreat	a place of temporary seclusion, especially for religious groups	tilfluktssted	tilfluktsstad	retretti	retriitti/lomapaikka	retreat";
"S	RNCH	ranch(es)	a large farm specializing in extensive grazing of livestock	ranch	ranch	ranch	karjatila	ranch";
"S	RSD	railroad siding	a short track parallel to and joining the main track	jernbanesidespor	jarnbanesidespor	rautatie	rautatie	railroad siding";
"S	RSGNL	railroad signal	a signal at the entrance of a particular section of track governing the movement of trains	jernbanesignal	jarnbanesignal	rautatiesignaali	ratasignaali	railroad signal";
"S	RSRT	resort	a specialized facility for vacation, health, or participation sports activities	feriested	feriestad	feeriÌ_paikka	lomakohde	resort";
"S	RSTN	railroad station	a facility comprising ticket office, platforms, etc. for loading and unloading train passengers and freight	jernbanestasjon	jarnbanestasjon	rautatiestaÁuuni	rautatieasema	railroad station";
"S	RSTNQ	abandoned railroad station		nedlagt jernbanestasjon	nedlagd jarnbanestasjon	hyljÌ_tty rautatiestaÁuuni	hylÌ_tty rautatieasema	abandoned railroad station";
"S	RSTP	railroad stop	a place lacking station facilities where trains stop to pick up and unload passengers and freight	jernbanestoppested	jarnbanestoppestad	rautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikkarautatien hollipaikka	junaradan pÌ_Ì_tepiste	railroad stop";
"S	RSTPQ	abandoned railroad stop		nedlagt jernbanestoppested	nedlagd jarnbanestoppestad	auttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikkaauttii rautatien hollipaikka	hylÌ_tty junaradan pÌ_Ì_tepiste	abandoned railroad stop";
"S	RUIN	ruin(s)	a destroyed or decayed structure which is no longer functional	ruin	ruin	raunio	raunio	ruin";
"S	SCH	school	building(s) where instruction in one or more branches of knowledge takes place	skole	skole	koulu	koulu	school";
"S	SCHA	agricultural school	a school with a curriculum focused on agriculture	landbruksskole	landbruksskole	maanpruukikoulu	maatalouskoulu	agricultural school";
"S	SCHC	college	the grounds and buildings of an institution of higher learning	hÌüyskole	hÌügskole	korkkeekoulu	korkeakoulu	college";
"S	SCHD	driving school	Driving School	kjÌüreskole	kÌüyreskule	ajokoulu		driving school";
"S	SCHL	language school	language school	sprÌ´kskole	sprÌ´kskule	kielikoulu		language school";
"S	SCHM	military school	a school at which military science forms the core of the curriculum	militÌ_rskole	militÌ_rskole	militÌ_Ì_rikoulu	sotilaskoulu	military school";
"S	SCHN	maritime school	a school at which maritime sciences form the core of the curriculum	sjÌüfartsskole	sjÌüfartsskole	merenkulkukoulu	merisotakoulu	maritime school";
"S	SECP	State Exam Prep Centre	State Exam Preparation Centres	eksamenssenter	eksamenssenter	eksaamenisentteri		Exam Centre";
"S	SHPF	sheepfold	a fence or wall enclosure for sheep and other small herd animals	sauekve	sauekve	lammastaras	lammastarha	sheepfold";
"S	SHRN	shrine	a structure or place memorializing a person or religious concept	helligdom	heilagdom	pyhÌ_ paikka	pyhÌ_kkÌ¦/alttari	shrine";
"S	SHSE	storehouse	a building for storing goods, especially provisions	lagerbygning	lagerbygning	laakeri	varastorakennus	storehouse";
"S	SLCE	sluice	a conduit or passage for carrying off surplus water from a waterbody, usually regulated by means of a sluice gate	sluse	sluse	sulku	laskukanava,sulku	sluice";
"S	SNTR	sanatorium	a facility where victims of physical or mental disorders are treated	sanatorium	sanatorium	sanatoriumi	parantola	sanatorium";
"S	SPA	spa	a resort area usually developed around a medicinal spring	spa	spa	spa	spa,kylpylÌ_	spa";
"S	SPLY	spillway	a passage or outlet through which surplus water flows over, around or through a dam	overlÌüp	overlaup	pa€Ôonniskapa€Ôonniskapa€Ôonniskapa€Ôonniskapa€Ôonniskapa€Ôonniskapa€Ôonniskapa€Ôonniskapa€Ôonniskapa€Ôonniskapa€Ôonniskapa€Ôonniskapa€Ôonniskapa€Ôonniskapa€Ôonniska	ylijuoksukynnys, patoaukko	spillway";
"S	SQR	square	a broad, open, public area near the center of a town or city	plass	plass	aukkee	aukio	square";
"S	STBL	stable	a building for the shelter and feeding of farm animals, especially horses	stall	stall	talli	talli	stable";
"S	STDM	stadium	a structure with an enclosure for athletic games with tiers of seats for spectators	stadion	stadion	staadioni	stadioni	stadium";
"S	STNB	scientific research base	a scientific facility used as a base from which research is carried out or monitored	forskningsbase	forskningsbase	tutkimusbaasi	tutkimuskeskus	scientific research base";
"S	STNC	coast guard station	a facility from which the coast is guarded by armed vessels	kystvaktstasjon	kystvaktstasjon	rannikkovahtistaÁuuni	rannikkovartiostoasema	coast guard station";
"S	STNE	experiment station	a facility for carrying out experiments	eksperimentstasjon	eksperimentstasjon	eksperimenttistaÁuuni	asiantuntijalaitos	experiment station";
"S	STNF	forest station	a collection of buildings and facilities for carrying out forest management	skogstasjon	skogstasjon	mettÌ_staÁuuni	metsÌ_laitos	forest station";
"S	STNI	inspection station	a station at which vehicles, goods, and people are inspected	inspeksjonsstasjon	inspeksjonsstasjon	inspekÁuunistaÁuuni	tarkastusasema	inspection station";
"S	STNM	meteorological station	a station at which weather elements are recorded	meteorologisk stasjon	meteorologisk stasjon	meteorologinen staÁuuni	ilmatieteellinen asema	meteorological station";
"S	STNR	radio station	a facility for producing and transmitting information by radio waves	radiostasjon	radiostasjon	raatiostaÁuuni	radioasema	radio station";
"S	STNS	satellite station	a facility for tracking and communicating with orbiting satellites	satellittstasjon	satellittstasjon	satellittistaÁuuni	satelliittiasema	satellite station";
"S	STNW	whaling station	a facility for butchering whales and processing train oil	hvalfangststasjon	kvalfangststasjon	valhaanpyytÌ¦staÁuuni	valasasema	whaling station";
"S	STPS	steps	stones or slabs placed for ease in ascending or descending a steep slope	trinn	trinn	porrasaskelheet	askelmat	steps";
"S	THTR	theater	A building, room, or outdoor structure for the presentation of plays, films, or other dramatic performances	teater	teater	teatteri	teatteri	theater";
"S	TMB	tomb(s)	a structure for interring bodies	grav	grav	hauta	hauta	tomb";
"S	TMPL	temple(s)	an edifice dedicated to religious worship	tempel	tempel	temppeli	temppeli	temple";
"S	TNKD	cattle dipping tank	a small artificial pond used for immersing cattle in chemically treated water for disease control	kvegstasjon	kvegstasjon	nautaellÌ_imiitten desinfekÁuunistaÁuuni	karjaa varten oleva desinfiointiasema	cattle dipping tank";
"S	TOWR	tower	a high conspicuous structure, typically much higher than its diameter	tÌ´rn	tÌ´rn	torni	torni	tower";
"S	TRIG	triangulation station	a point on the earth whose position has been determined by triangulation	trianguleringsstasjon	trianguleringsstasjon	trianguleerinkistaÁuuni	geodeettinen laitos	triangulation station";
"S	TRMO	oil pipeline terminal	a tank farm or loading facility at the end of an oil pipeline	terminal for oljerÌürledning	terminal for oljerÌürleidning	Ì¦ljyputkiin terminaali	Ì¦ljyputkiiasema	oil pipeline terminal";
"S	TWO	Temp Work Office	Temporary Work Offices	arbeidskontor	arbeidskontor	tyÌ¦telykonttori		Temporary Work Offices";
"S	UNIO	postgrad & MBA	Post Universitary Education Institutes (post graduate studies and highly specialised master programs) & MBA	utdanningsinstitusjon	utdanningsinstitusjon	koulutusinstituÁuuni		educational institution";
"S	UNIP	University Prep School	University Preparation Schools & Institutions	universitetsforberendende skole	universitetsfÌürebuande skule	universiteetthiin valmistaava koulu		university prep school";
"S	UNIV	university	An institution for higher learning with teaching and research facilities constituting a graduate school and professional schools that award master's degrees and doctorates and an undergraduate division that awards bachelor's degrees.	universitet	universitet	universiteetti	yliopisto	university";
"S	USGE	united states government establishment	a facility operated by the United States Government in Panama	amerikansk anlegg	amerikansk anlegg	rakenus, mikÌ_ kuuluu USA:le	USA:lle kuuluva laitos	american facility";
"S	VETF	veterinary facility	a building or camp at which veterinary services are available	veterinÌ_ranlegg	veterinÌ_ranlegg	ellÌ_inlÌ_Ì_kÌ_ri	elÌ_inlÌ_Ì_kÌ_riasema	veterinary facility";
"S	WALL	wall	a thick masonry structure, usually enclosing a field or building, or forming the side of a structure	mur	mur	muuri	muuri	wall";
"S	WALLA	ancient wall	the remains of a linear defensive stone structure	fortidsmur	fortidsmur	vanhaan aijan muuri	aktiikin muuri	ancient wall";
"S	WEIR	weir(s)	a small dam in a stream, designed to raise the water level or to divert stream flow through a desired channel	fiskedam	fiskedam	kalalantto	kalalampi	weir";
"S	WEIR	weir(s)	a small dam in a stream, designed to raise the water level or to divert stream flow through a desired channel	fiskedam	fiskedam	kalalampi	kalalampi	weir";
