aamu 
perästä 
perätysten 
pesoloma 
pesoruuma 
pesä 
peukalo 
piđempi 
piđot 
pienempi 
pihlaja 
pihlajanmarja 
piilisti 
piimä 
piippu 
piirustaa
piisata 
piispa 
pijo 
pikkuinen 
pikkuinen 
pikkusen 
pilassa 
pilata 
pilhaan 
pilkata 
pillaat 
pilvi 
pimmeys 
pinta 
pippuri 
pirskottaat 
pisara 
pistäät 
pitkävetoinen 
plaana 
plaatta 
plakkari 
pleekhiin
plässi 
pohja 
poikki 
poikki 
poissa 
poliittinen 
politikkari 
politikki 
pollimaito 
porolappalainen 
poronliha 
porstuu 
postikonttori 
pote
pottukiivu 
pottulepsu 
pottumaa 
potunpala 
potunpalainen 
pouta 
praatata 
preivi 
prillat 
proasti 
pruukata 
pruunata 
prässikryyni 
prässikryynivelli 
puđistela 
puđota 
puhđistaat 
puhuminen 
pujattaat 
pulleeva 
pumpulipuhet 
punettuut 
puohata 
puolapuuro 
puolata 
puolestani, -sti, -nsa, -ma, -na  
puolipäivä 
puolivahva 
puoluet 
puolustaat 
puristaat 
purjet 
purjolööki 
purri 
putki 
puu 
puulauta 
puunhakkaaja 
puuro 
puuttuut 
pyhä 
pyhä 
pyhävaatet 
pykejäläinen 
pykimies 
pykälä 
pyntti 
pyntätä 
pyssy 
pyssyjokilainen 
pyssyyt 
pysthöön 
pyytömies 
pyöree 
pyöriit 
pyöriskellä 
päihiin
päihin 
päin 
päinvastoin 
pääassii 
pääkallo 
päälinen 
pääliskerta 
päälismaito 
päälispiimä 
päälisruoka 
päältä 
päälynen 
päälysmaito 
päälyspiimä 
pääskynen 
pääsy 
pölättäät 
pöränimi 
pörässä 
pörätysten 
raattaat 
raavas 
rajaväylä 
rajetiili 
rakenttaat 
rakenus 
rakkhain 
rakko 
rako 
rallattaat 
rautapruuki 
reaalikoulu 
redaktööri 
reekeli 
rekisterikyltti 
remu 
repäistä 
reuna 
riekko 
rieska 
rietas 
riihi 
riisinkryyni 
ristifaari 
rivi 
roikka 
ruijalainen 
ruijalaistuminen 
rukattaat 
rukkoila 
rukkoushuonet 
rullata 
ruoho 
ruokatradišuuni 
ruoto 
ruottalainen 
ruotti 
ruottukka 
rusina 
ruuho 
ruuholööki 
ruuttapiili 
ruvanloput 
ruvisjauho 
räknäys 
räkätä 
räpytellä 
rätinki 
räämä 
saali 
saami 
saari 
saarna 
saarnastooli 
sađetrikas 
sairashuonet 
sairastaat 
saksmani 
sama 
sammuttaat 
sanakirja 
sanakirjahomma 
sanomat 
sau
sauva 
savolainen 
savolainen 
savvuliha 
savvulohi 
savvuporo 
savvustaat 
sciens fiction 
seassa 
seeni 
seittementoistasattaa 
sekaisin 
sekakieli 
sekaruvisjauho 
sekhaan 
sekoittaat 
sekoitus 
sekä
selvitä 
seminaari 
semmoisenansa 
semmäinen
sentteri 
sentti 
sepempi 
seppiin 
serveerata 
seura 
seurat 
seuratupa 
sianliha 
sielu 
sievästi 
sihtiruvisjauho 
siinä 
siirtolintu 
siivitä 
siivompi 
sijasta 
sijhaan
siksi 
silinteri 
silkkihamet 
sillikryynivelli 
sillivelli 
silta 
sisar 
sisarentytär 
sisälys 
sisälä 
sisälä 
sisässä 
sitkee 
siu
sivakka 
sivvu 
sivvu 
sliipata 
sokkeripalanen 
somasti 
sommiin 
soosi 
sortti 
sosialisti 
sotkeet 
sovitella 
sparkki 
spekuleerata 
spiuneerata 
spiuni 
status 
šukulaati
sulattaat 
sulavoi 
summa 
suolainen 
suolakala 
suolaliha 
suolalohi 
suolasantikka 
suolasilli 
suolasillinpalanen 
suomenkielinen 
suomensukuinen 
Suomi-seura 
surista 
surulinen 
suunile 
suuriin 
suursuomalainen 
suvanto 
syđän 
syđäntauti 
symptomaattinen 
syntymäpaikka 
syrjhään 
syrjä 
systeemi 
syvä 
säđet 
säilyttäät 
säpsättäät 
sää 
sääri 
taajominen 
taara 
taas 
taikinakuori 
tainari 
taito 
taka 
taka- 
takaisinpäin 
takapenkki 
takia 
takkaa 
takki 
tali 
talikynttilä 
talo 
talosvankkalainen 
talvifrakki 
tansata 
tanska 
taputtaat 
tarjeta 
tarjota 
tarkasti 
tarkemin 
tarttuut 
tasa 
tasainen 
tassainttuut 
tauti 
tavalinen 
tavata 
tavus 
tee 
teelusikka 
tehtäävä 
teiri 
tekeminen 
teko 
teksti 
teno 
teologii 
terva 
tervahauta 
tervanpolttaaja 
tervanpoltto 
tervata 
tervheelinen 
tervheelisempi 
tervheempi 
tervheysleipä 
terä 
teräviin 
tieđonankara 
tienasti 
tieppu
tieto 
tietomies 
tietyö 
tietyömies 
tilkka 
tinatyven 
tinka 
tođelisuus 
tohtori 
toimiit 
toinen 
toisin aijoin
toistakymmentä 
toivoot 
toivotella 
tokittain 
tollo 
torko 
tornionlaksolainen 
tornionlaksolainen 
totinen 
tradišuuni 
tradišuuniruoka 
triivata 
tsättäilä 
tuhlata 
tuijottaat 
tuiskata 
tuisku 
tukki s. 
tulo 
tummempi 
tumppu 
tunnussanat 
tunnustaat 
tunteminen 
tuo 
tuomainen
tuomenmarja 
tuomenmarjaviini 
tuomi 
tuomipuu 
turhaan 
turisti 
turkishattu 
turkiskaulus 
turskanmäti 
turvalisesti 
tutkiminen 
tuttu 
tuula 
tyköä 
tyrmästä
tytyväinen 
tytyväisesti 
tyypilinen 
työloma 
työpöytä 
tähđelinen 
tähđelisempi 
tähđen 
täkätä 
täti 
täyttäät 
uimamies 
uittaat 
uittomies 
ukkonen 
ukkostaat 
ukonilma 
ulkkoo 
ulko-ovi 
ulkona 
ulkopuolela 
ulkopuolelta 
ulompi 
umpinansa  
unennäkö 
unheettuut 
unhottuat
unistella 
uskalttaat 
usseemasti 
vaaleempi 
vaali 
vaanasti 
vaara 
vahti 
vahvempi 
vahviin 
vahvukainen 
vaihet 
vaihettaat 
vaijeta 
vailumatauti 
vaipunu 
vaiva 
vaivaisenvarpu
valet 
valetella 
valettelematon 
valita 
valittaat 
valkkee 
valkkeesoosi 
vallan 
vanhaanaikhaisesti 
vanhaanaikhuinen 
vanhoittenkoti 
vanholainen 
vanholaislestaatiolainen 
vankka 
vannet 
vapaa 
vapaa-aika 
vapaapäivä 
vara 
varemin 
varempi 
varhemin 
varhempi 
varis ~ vares
varjela 
varkhain 
varmhaan 
varoiksi 
vasen 
vastahankaisesti 
vastasyntyny 
vatta 
vatukka 
vehjet 
veikkonen 
veitti 
velli 
velvolinen 
venäläinen 
veres 
veri 
verikakko 
verisuoni 
verisuonitauti 
verran ~ verta
verrata 
vesisaarelainen 
vesisaarelainen 
vestainen 
vestakainulainen 
vestapohjainen 
vettäät 
vieritysten 
vieritä 
viha 
viiminen 
viimiseksi 
viinimarja 
viinto 
viippyyt 
vijaton 
vilistä 
viljasti 
viljoat v.
viralinen 
virrata 
virsi 
virsikirja 
virta 
viskata 
viskutella 
visshiin 
vistottaat 
voiđela 
voima 
voittaat 
vuoro 
vuottaat 
vähhääkhään 
vähitellen 
vähäinen 
väkevä 
välhiin 
välhiin 
väliaika 
väliaikaisesti 
välimatka 
värretä 
väärtti 
yđinkontti 
yhđeksentoistasađan-luku 
yhđekses 
yhđenlainen 
yhđistys 
yhđistysmeininki 
yheđnkertainen
yhtheen 
yhtheinen 
yhtheisala 
yhtäkkii 
yhä 
yksikhään 
ylheissuomi 
ylihuomena 
ylisyrjä 
ylitte
yllätys 
ylppee 
ylöskäsin 
ymmärtämätön 
yrkä 
ytelä 
yykeäläinen 
yöttyyt 
äijivainaja 
äijä 
äijäriepu 
äitinkieli 
äkkii 
ämmä 
äpyli 
äyri 
äänetön 
ääni 
öksyyt 
öystempi 
öystäetelä 
